coach_id,first_name,last_name,nick_name,age,date_of_birth,city_of_birth_id,nation_id,weight,height,position,experience,occupation,team_id,former_player_id,quick_left,contract_salary,contract_years,contract_extension_salary,contract_extension_years,scout_major,scout_minor,scout_international,scout_amateur,scout_amateur_preference,teach_hitting,teach_pitching,teach_c,teach_if,teach_of,handle_veterans,handle_rookies,handle_players,heal_legs,heal_arms,heal_back,heal_other,heal_rest,management_style,personality,hitting_focus,pitching_focus,training_focus,teach_running,prevent_legs,prevent_arms,prevent_back,prevent_other,stealing,running,pinchrun,pinchhit_pos,pinchhit_pitch,hook_start,hook_relief,closer,lr_matchup,bunt_hit,bunt,hit_run,run_hit,squeeze,pitch_around,intentional_walk,hold_runner,guard_lines,infield_in,outfield_in,corners_in,shift_if,shift_of,opener,num_pitchers,num_hitters,favor_speed_to_power,favor_avg_to_obp,favor_defense_to_offense,favor_pitching_to_hitting,favor_veterans_to_prospects,trade_aggressiveness,player_loyalty,trade_frequency,trade_preference,value_stats,value_this_year,value_last_year,value_two_years,draft_value,intl_fa_value,develop_value,ratings_value,manager_value,pitching_coach_value,hitting_coach_value,scout_value,doctor_value,basecoach_value
1236,"Marty","Malloy","",68,"1972-4-6",27490,206,160,179,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,80,1,96,86,95,106,109,157,0,0,0,0,0,2,2,3,3,0,102,0,0,0,0,-1,0,2,1,1,1,-2,0,0,0,-1,-1,0,1,0,1,0,0,3,0,0,4,0,-5,0,0,1,3,0,2,5,0,0,0,0,12,3,3,2,0,0,0,0,118,32,91,0,0,100
1237,"Mike","Flores","",46,"1993-8-28",75685,206,235,206,4,0,4,0,33142,0,0,0,0,0,7,14,4,11,2,58,85,53,56,44,95,96,146,0,0,0,0,0,1,0,3,3,0,43,0,0,0,0,1,1,0,0,-1,1,0,2,-1,0,-1,0,0,-1,-1,0,-1,1,-1,0,-1,1,0,-3,0,0,-3,0,1,-5,-2,7,2,0,0,15,3,1,1,2,-5,2,0,70,92,72,10,0,57
1238,"Neil","Wilson","",56,"1983-12-7",15450,206,190,185,5,0,5,0,23116,0,0,0,0,0,29,4,22,14,0,100,33,16,16,26,135,129,169,0,0,0,0,0,0,2,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,2,2,-5,0,3,0,-1,12,3,3,2,-6,9,-2,0,59,61,111,18,0,44
1239,"Daniel","Stange","",54,"1985-12-22",57495,206,185,191,4,0,4,0,22780,0,0,0,0,0,7,7,11,14,3,9,100,13,27,17,80,102,140,0,0,0,0,0,0,2,3,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-2,-1,-4,-1,2,1,4,-1,0,12,4,2,2,-8,3,-5,3,51,102,34,10,0,39
1240,"Roberto","Espinoza","",51,"1989-3-8",62389,210,165,178,1,8,2,0,0,0,0,0,0,0,0,0,0,0,2,108,11,134,131,128,77,80,145,0,0,0,0,0,1,3,2,3,0,102,0,0,0,0,-1,1,0,-1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,-1,0,0,1,0,-5,0,0,-4,5,-6,1,-3,-2,1,-1,-1,13,4,2,1,3,-6,0,4,125,33,106,0,0,116
1241,"Darwin","Marrero","",59,"1981-2-9",83920,210,190,185,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,11,110,46,38,40,33,61,130,0,0,0,0,0,0,0,3,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-3,3,4,5,2,0,0,0,0,14,4,2,0,0,0,0,0,86,101,27,0,0,46
1242,"Matt","McHugh","",45,"1995-5-18",34491,206,210,191,5,0,5,0,27142,0,0,0,0,0,11,21,7,15,3,108,22,28,29,26,91,68,136,0,0,0,0,0,1,1,3,1,0,52,0,0,0,0,1,0,1,0,-1,0,-1,2,0,1,-1,1,-1,1,1,-1,0,-1,0,0,-1,1,0,-3,0,0,-5,5,4,1,6,-1,2,0,0,13,5,2,0,-1,4,8,-3,58,41,106,14,0,45
1243,"Lloyd","Turner","",60,"1980-4-11",87749,206,175,185,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,101,33,106,92,106,55,59,137,0,0,0,0,0,0,0,2,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,6,10,2,5,-5,0,0,0,0,12,5,2,1,0,0,0,0,115,46,97,0,0,81
1244,"Pedro","Cuello","",46,"1994-6-29",69886,56,175,191,4,0,4,0,36853,0,0,0,0,0,15,18,16,26,1,40,115,44,44,45,91,76,141,0,0,0,0,0,1,2,3,3,0,37,0,0,0,0,1,-1,1,-1,1,-1,-1,3,0,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,0,1,-3,0,0,2,5,-3,0,3,7,3,0,0,15,3,1,1,2,-2,6,-2,67,112,56,19,0,54
1245,"Bobby","Meacham","",79,"1960-8-25",41955,206,175,185,1,26,2,0,0,0,0,0,0,0,0,0,0,0,0,91,4,150,146,148,106,108,159,0,0,0,0,0,3,2,3,3,0,100,0,0,0,0,4,3,3,3,4,0,1,0,0,0,3,3,0,4,-1,1,0,0,1,0,0,-1,0,-5,0,0,-5,3,-7,1,-2,0,0,0,0,13,4,2,1,0,0,0,0,142,34,99,0,0,125
1246,"Dave","Williams","",61,"1979-3-12",2891,206,215,191,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,106,49,52,43,41,44,103,0,0,0,0,0,0,0,3,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-1,-4,1,1,-1,0,0,0,0,13,5,2,0,0,0,0,0,67,95,19,0,0,48
1247,"Guillermo","Martinez","",55,"1984-10-5",50031,206,180,184,5,3,5,0,0,0,0,0,0,0,0,0,0,0,2,104,11,135,149,144,10,71,105,0,0,0,0,0,0,0,0,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,5,-4,3,0,-5,0,0,0,0,12,3,3,2,0,0,0,0,127,24,94,0,0,99
1248,"Marcus","Thames","",63,"1977-3-6",42080,206,220,188,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,113,11,92,90,90,33,54,131,0,0,0,0,0,0,0,1,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,3,-3,-4,-6,-5,0,0,0,0,12,3,3,2,0,0,0,0,107,26,103,0,0,72
1249,"P.J.","Pilittere","",58,"1981-11-23",69903,206,215,183,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,109,22,92,93,88,11,49,123,0,0,0,0,0,0,0,1,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-2,-6,0,-10,-3,0,0,0,0,11,4,3,2,0,0,0,0,108,32,97,0,0,74
1250,"Danny","Montgomery","",75,"1965-5-11",0,206,175,188,6,23,6,0,0,5,0,0,0,0,101,111,114,141,3,84,77,68,71,81,11,19,21,0,0,0,0,0,0,0,3,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-3,4,6,-3,4,0,0,0,0,15,3,2,0,0,0,0,0,118,62,67,118,0,46
1251,"Matt","Ruebel","",70,"1969-10-16",13776,206,180,188,6,13,6,0,0,5,0,0,0,0,107,122,116,133,3,14,29,25,18,27,11,33,46,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,5,-5,1,5,6,0,0,0,0,13,5,2,0,0,0,0,0,79,29,18,120,0,25
1252,"Jamie","Blair","",42,"1997-11-7",1405,206,220,192,6,0,6,0,161,36,0,0,0,0,93,111,102,117,3,3,8,31,11,22,26,20,11,0,0,0,0,0,0,1,2,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,1,0,-4,-7,4,0,-1,13,5,1,1,7,2,4,-5,59,11,7,106,0,29
1253,"Willie","Martinez","",62,"1978-1-4",7279,210,180,188,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,11,108,41,45,37,11,29,122,0,0,0,0,0,0,0,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,5,-4,7,-4,0,0,0,0,13,6,1,0,0,0,0,0,85,95,22,0,0,44
1254,"Yoilan","Cerse","",53,"1987-3-29",26960,49,174,175,5,0,5,0,37343,0,0,0,0,0,3,6,0,7,4,100,16,16,20,9,64,68,55,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,1,5,-1,2,-1,0,12,5,2,1,8,-2,2,0,40,28,91,5,0,25
1255,"Justin","Lord","",60,"1979-11-15",21366,206,215,192,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,11,106,38,45,36,33,31,114,0,0,0,0,0,0,0,3,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,5,4,1,0,-5,0,0,0,0,12,3,3,2,0,0,0,0,83,94,23,0,0,42
1256,"Abraham","Gonzalez","",53,"1986-12-13",79602,206,185,182,1,0,2,0,29660,0,0,0,0,0,18,9,10,3,1,56,97,81,95,90,91,88,143,0,0,0,0,0,3,2,3,3,0,81,0,0,0,0,2,0,1,1,1,1,0,0,-1,2,3,3,2,2,2,0,0,1,2,0,1,0,-1,-5,0,0,4,5,1,-3,-1,1,1,0,0,13,3,2,2,-4,-5,-2,0,91,100,69,10,0,90
1257,"Matt","Merullo","",74,"1965-8-4",86957,206,200,189,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,91,76,95,90,79,100,101,151,0,0,0,0,0,1,4,3,3,0,103,0,0,0,0,-1,-1,1,0,0,2,-2,0,1,0,-1,-2,0,-1,-1,0,0,0,-1,0,0,0,0,-5,0,0,4,3,-2,-3,5,0,0,0,0,13,3,2,2,0,0,0,0,127,86,98,0,0,99
1258,"Kelson","Brown","",52,"1987-11-7",42178,206,170,191,5,0,5,0,31187,0,0,0,0,0,8,15,10,19,1,123,31,25,35,28,101,114,148,0,0,0,0,0,0,2,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,8,-1,8,1,2,0,14,4,2,0,5,7,1,2,61,54,123,13,0,45
1259,"Stephen","Fife","",53,"1986-10-4",10388,206,234,191,4,0,4,0,22071,0,0,0,0,0,26,1,19,3,1,9,122,18,20,13,116,126,159,0,0,0,0,0,0,3,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,1,-6,-3,5,4,0,-1,12,5,2,1,-1,1,4,-1,55,125,40,12,0,40
1260,"Danny","Sheaffer","",78,"1961-8-2",34776,206,202,184,1,16,2,0,0,0,0,0,0,0,0,0,0,0,0,77,44,84,89,83,102,104,158,0,0,0,0,0,1,1,3,3,0,94,0,0,0,0,1,0,-1,1,0,-1,1,0,1,0,1,-1,0,1,-1,1,0,0,-1,0,0,-1,0,-5,0,0,-2,-3,-5,7,2,0,0,0,0,12,4,2,2,0,0,0,0,129,63,88,0,0,95
1261,"Frank","Gonzales","",72,"1968-3-12",42421,206,185,184,1,8,2,0,0,0,0,0,0,0,0,0,0,0,2,11,98,43,33,50,99,101,154,0,0,0,0,0,1,0,3,3,0,77,0,0,0,0,1,2,2,-2,4,-2,1,0,3,0,1,1,0,-2,-1,-1,0,0,3,0,0,4,0,-5,0,0,-4,-5,-4,-5,2,0,0,0,0,11,4,3,2,0,0,0,0,97,103,38,0,0,66
1262,"Warren","Schaeffer","",55,"1985-1-28",84116,206,180,184,1,8,2,0,0,0,0,0,0,0,0,0,0,0,2,100,11,121,117,114,106,106,149,0,0,0,0,0,1,0,0,3,0,90,0,0,0,0,1,2,2,-3,3,-2,1,0,3,0,-1,-2,0,1,-1,1,0,0,-1,0,0,2,0,-5,0,0,-7,0,2,1,-1,0,0,0,0,13,3,3,1,0,0,0,0,130,38,105,0,0,109
1263,"Yunelky","Adames","",49,"1990-8-26",10620,56,200,185,5,0,5,0,37827,0,0,0,0,0,8,21,9,17,2,98,28,24,17,17,94,78,139,0,0,0,0,0,0,3,3,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,9,-4,2,3,1,-1,13,3,3,1,2,4,-3,0,51,47,99,14,0,36
1264,"Billy","Gasparino","",63,"1976-11-28",78373,206,190,184,6,11,6,0,0,40,0,0,0,0,121,141,133,140,0,0,0,1,10,1,0,0,1,0,0,0,0,0,0,0,3,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,4,-3,-4,3,-9,0,0,0,0,12,6,1,1,0,0,0,0,68,0,0,133,0,17
1265,"Arcenio","Leon","",53,"1986-9-22",47987,210,221,191,4,0,4,0,28884,0,0,0,0,0,3,7,11,6,2,73,107,56,39,43,92,111,150,0,0,0,0,0,2,0,3,3,0,59,0,0,0,0,-2,1,2,1,3,0,-3,-3,2,-3,-3,-3,-1,-3,-1,-3,-1,1,0,-1,0,3,3,0,0,0,0,6,-4,-6,-3,5,2,0,-1,13,3,3,1,-3,-5,4,-5,76,110,84,6,0,57
1266,"Brian","Lawrence","",64,"1976-5-14",25224,206,195,183,4,10,4,0,0,0,0,0,0,0,0,0,0,0,0,23,110,64,60,64,54,58,132,0,0,0,0,0,0,0,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,5,-3,0,0,-5,0,0,0,0,13,3,3,1,0,0,0,0,99,103,38,0,0,61
1267,"Gordon","Beckham","",53,"1986-9-16",4704,206,186,183,5,0,5,0,21377,0,0,0,0,0,3,30,0,25,1,132,66,87,79,86,105,129,150,0,0,0,0,0,1,2,3,3,0,78,0,0,0,0,1,0,-1,0,1,-1,-1,3,0,1,-1,1,1,0,0,-1,-1,0,1,0,1,-1,-1,-5,0,0,2,2,8,-1,-6,1,5,0,-1,12,4,3,1,4,-3,-4,2,97,82,131,16,0,87
1268,"Jonny","Gomes","",59,"1980-11-22",58480,206,231,185,4,0,4,0,18099,0,0,0,0,0,5,16,5,17,1,10,116,24,38,20,103,95,154,0,0,0,0,0,0,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-2,-7,0,-2,-2,0,2,1,0,15,3,2,0,4,-1,-3,7,54,116,37,11,0,38
1269,"Hector","Borg","",55,"1985-5-26",70516,56,160,179,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,98,31,52,55,41,13,16,112,0,0,0,0,0,1,0,2,3,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-2,4,-8,-4,5,0,0,0,0,13,4,2,1,0,0,0,0,76,35,85,0,0,63
1270,"Shawn","Roof","",55,"1984-8-3",18705,206,175,179,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,109,16,44,39,42,13,15,113,0,0,0,0,0,1,0,3,1,0,89,0,0,0,0,1,-1,0,1,-1,0,0,0,1,0,-1,0,0,0,1,0,0,0,-1,0,0,-1,0,-5,0,0,-2,-1,3,7,0,0,2,0,0,11,3,3,3,-5,-3,1,-2,71,24,94,0,0,58
1271,"Sergio","Villarreal","",39,"2000-12-28",61363,56,208,191,5,0,5,0,40714,0,0,0,0,0,38,13,44,8,2,177,4,15,5,18,162,139,160,0,0,0,0,0,0,4,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-3,10,10,6,-5,2,2,0,13,4,2,1,3,-2,4,-5,64,41,171,23,0,43
1272,"NULL","Macey","",60,"1980-1-11",0,206,190,183,5,0,5,0,10662,0,0,0,0,0,1,29,0,21,1,173,36,14,3,1,149,150,150,0,0,0,0,0,0,1,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,2,-2,10,10,-3,3,1,0,-1,12,5,2,1,1,-3,-4,3,62,64,167,14,0,37
1273,"Larry","Bowa","",94,"1945-12-6",67700,206,155,178,1,27,2,0,0,0,0,0,0,0,0,0,0,0,0,97,11,120,114,104,133,126,163,0,0,0,0,0,1,3,3,0,0,116,0,0,0,0,-1,0,-1,0,1,0,0,0,1,0,0,-1,0,1,-1,1,0,0,1,0,0,-1,0,-5,0,0,0,-8,-3,7,-3,0,0,0,0,13,3,3,1,0,0,0,0,134,43,108,0,0,115
1274,"Matt","Williams","",74,"1965-11-28",9755,206,205,188,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,97,23,97,109,102,132,133,156,0,0,0,0,0,1,3,3,3,0,109,0,0,0,0,-2,2,4,2,2,1,-2,0,0,0,-4,-2,0,-2,-1,-4,0,0,1,0,0,4,0,-5,0,0,5,1,-4,2,1,0,0,0,0,12,4,2,2,0,0,0,0,140,52,108,0,0,111
1275,"Brad","Ausmus","",71,"1969-4-14",55107,206,190,180,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,111,54,110,106,94,130,135,164,0,0,0,0,0,5,1,3,3,0,115,0,0,0,0,-2,1,1,-1,0,1,0,0,0,0,-1,0,0,-1,-1,1,0,0,-1,0,0,1,0,-5,0,0,-3,-4,-3,0,5,0,0,0,0,12,6,1,1,0,0,0,0,148,76,119,0,0,111
1276,"Elvis","Morel","",59,"1981-2-25",71432,56,157,182,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,99,22,113,95,112,103,99,157,0,0,0,0,0,3,2,3,3,0,89,0,0,0,0,4,1,4,2,3,2,0,0,-1,0,4,4,0,4,0,2,0,0,2,0,0,-1,0,-5,0,0,-3,5,2,9,3,0,0,0,0,12,4,2,2,0,0,0,0,127,46,104,0,0,105
1277,"Juan","Ballara","",68,"1972-3-30",71432,56,150,189,5,18,5,0,0,0,0,0,0,0,0,0,0,0,2,95,11,62,54,63,100,102,150,0,0,0,0,0,4,1,3,3,0,48,0,0,0,0,3,1,2,-2,3,-4,-4,0,2,0,1,0,0,1,1,1,0,0,0,0,0,2,0,-5,0,0,-2,4,7,2,1,0,0,0,0,13,7,0,0,0,0,0,0,110,38,101,0,0,67
1278,"Tommy","Everidge","",57,"1983-4-20",71263,206,275,184,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,106,1,104,111,111,79,88,138,0,0,0,0,0,0,0,2,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-2,0,-10,-6,1,0,0,0,0,13,4,2,1,0,0,0,0,116,26,105,0,0,88
1279,"Ruben","Escalera","",75,"1964-10-12",17556,151,174,178,5,9,5,0,0,0,0,0,0,0,0,0,0,0,0,88,25,87,74,80,100,102,154,0,0,0,0,0,1,1,3,3,0,48,0,0,0,0,1,0,-1,1,2,-1,1,0,-1,0,0,-1,0,-1,2,-2,0,0,1,0,0,1,0,-5,0,0,1,5,4,-1,-3,0,0,0,0,14,3,2,1,0,0,0,0,109,48,96,0,0,78
1280,"Juan","Cervantes","",50,"1990-6-6",7611,206,230,194,8,8,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,7,0,0,1,55,190,105,158,138,0,2,3,0,1,0,81,192,162,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-4,-3,-1,0,-1,0,1,0,12,3,3,2,1,8,-4,5,61,0,0,0,125,1
1281,"Dave","Roberts","",68,"1972-5-31",53887,98,172,178,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,111,0,119,120,120,129,130,146,0,0,0,0,0,1,0,0,3,0,93,0,0,0,0,4,4,4,-5,4,-2,3,0,5,0,1,2,0,-1,-3,-5,0,0,2,0,0,4,0,-5,0,0,5,5,2,3,2,0,0,0,0,11,6,2,1,0,0,0,0,143,34,117,0,0,111
1282,"Yudith","Ozorio","",66,"1974-1-1",42625,56,155,180,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,101,55,75,74,81,98,100,151,0,0,0,0,0,1,0,3,3,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,3,-3,0,-1,-2,0,0,0,0,12,6,1,1,0,0,0,0,89,70,105,0,0,87
1283,"Esmerling","Vasquez","",56,"1983-11-7",79147,56,200,185,4,0,4,0,28229,0,0,0,0,0,11,26,0,11,1,33,166,30,22,29,118,186,137,0,0,0,0,0,0,2,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,-4,-1,7,3,2,0,13,4,2,1,-2,1,-4,-5,70,161,62,13,0,48
1284,"Joey","Aquino","",49,"1990-8-13",50337,206,195,183,4,0,4,0,1810,0,0,0,0,0,25,5,25,12,0,124,160,109,125,109,138,134,157,0,0,0,0,0,2,2,3,0,0,95,0,0,0,0,-1,3,2,1,2,0,-2,-3,1,-3,-3,-1,-1,-3,-1,-2,0,1,-1,-1,0,3,2,-1,0,0,2,-1,1,-3,1,-6,4,0,0,16,3,1,0,3,0,1,-1,125,156,129,16,0,111
1285,"Francisco","Santiesteban","",64,"1975-8-9",31031,49,215,190,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,88,75,81,62,68,98,100,157,0,0,0,0,0,1,0,3,2,0,108,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,-1,1,0,1,0,2,0,0,1,0,0,0,0,-5,0,0,0,1,-1,-4,2,0,0,0,0,13,3,2,2,0,0,0,0,130,86,96,0,0,88
1286,"Benny","Adames","",60,"1979-10-8",0,56,135,186,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,105,11,95,109,102,71,65,113,0,0,0,0,0,0,0,0,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,4,-2,2,-1,-1,0,0,0,0,13,4,2,1,0,0,0,0,114,29,100,0,0,81
1287,"Dionis","Pascual","",56,"1983-9-6",70516,56,165,194,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,102,10,1,3,33,19,123,0,0,0,0,0,0,0,3,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,1,-3,3,-4,4,0,0,0,0,14,4,1,1,0,0,0,0,67,91,15,0,0,24
1288,"Ruben","Francisco","",62,"1977-7-13",70516,56,160,182,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,101,22,114,104,117,71,77,137,0,0,0,0,0,0,0,2,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,5,-2,-3,-4,-3,0,0,0,0,13,4,2,1,0,0,0,0,100,40,100,0,0,89
1289,"Jose","Zapata","",66,"1973-9-15",0,56,166,177,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,95,77,190,186,189,109,110,152,0,0,0,0,0,5,1,3,3,0,130,0,0,0,0,1,3,2,4,3,1,3,0,3,0,1,-1,0,-1,2,3,0,0,1,0,0,4,0,-5,0,0,-2,5,-10,2,1,0,0,0,0,13,4,3,0,0,0,0,0,182,89,102,0,0,155
1290,"Luis","Medina","",44,"1995-7-20",71387,41,222,186,4,0,4,0,43259,0,0,0,0,0,16,18,12,11,3,67,77,55,45,50,92,115,150,0,0,0,0,0,1,4,2,3,0,53,0,0,0,0,0,1,0,1,1,1,1,3,-1,0,0,-1,0,0,1,-1,1,0,-1,1,1,0,-1,-3,0,0,6,-2,6,-4,4,8,3,-2,0,15,4,1,0,-2,0,-5,3,72,88,80,14,0,63
1291,"Aly","Gonzalez","",49,"1991-2-9",61513,210,185,184,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,90,11,146,127,145,103,103,153,0,0,0,0,0,2,0,3,3,0,114,0,0,0,0,2,2,-2,-5,5,-1,-2,0,3,0,1,-3,0,-5,-3,-2,0,0,0,0,0,-1,0,-5,0,0,-2,-5,-3,2,5,0,0,0,0,12,5,2,1,0,0,0,0,140,38,97,0,0,124
1292,"Oscar","Lira","",57,"1982-7-17",17321,210,185,190,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,11,108,18,29,29,71,33,123,0,0,0,0,0,0,0,3,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,3,2,5,5,1,0,0,0,0,12,4,3,1,0,0,0,0,79,100,27,0,0,37
1293,"Claudio","Sanchez","",61,"1979-5-10",70324,124,220,180,4,9,4,0,0,0,0,0,0,0,0,0,0,0,0,11,108,4,14,13,50,37,116,0,0,0,0,0,1,0,3,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-1,2,-3,5,7,0,0,0,0,11,4,3,2,0,0,0,0,66,98,25,0,0,31
1294,"Chong-yee","Chow","",38,"2002-2-16",59137,43,200,189,5,0,5,0,41153,0,0,0,0,0,10,5,7,11,1,58,21,22,15,33,43,38,64,0,0,0,0,0,0,3,2,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,3,0,6,0,0,0,14,3,2,1,-7,4,5,2,38,28,56,9,0,27
1295,"Ethan","Gillis","",43,"1997-1-1",0,206,176,199,2,0,3,0,24591,0,0,0,0,0,11,10,12,8,0,50,47,34,51,53,47,48,50,0,0,0,0,0,1,1,3,3,0,44,0,0,0,0,1,-1,0,1,0,1,1,2,1,1,1,1,0,1,1,-1,1,0,-1,0,0,1,1,-3,0,0,9,5,2,-4,2,-2,2,0,0,13,5,1,1,-1,5,-1,-5,54,47,50,10,0,44
1296,"Michael","Daniel","",55,"1984-8-17",55156,206,180,191,5,0,5,0,22519,0,0,0,0,0,13,24,11,12,2,87,14,14,20,5,101,89,152,0,0,0,0,0,0,2,2,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0,-2,2,0,-2,0,15,4,1,0,6,7,-3,5,46,39,94,15,0,34
1297,"Guillermo","Reyes","",58,"1981-12-29",16997,56,177,175,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,86,11,159,160,164,104,100,150,0,0,0,0,0,2,2,3,3,0,95,0,0,0,0,-2,0,2,1,4,1,-1,0,1,0,-3,-2,0,-1,-2,-2,0,0,1,0,0,4,0,-5,0,0,-4,0,-2,9,-5,0,0,0,0,11,6,2,1,0,0,0,0,126,38,94,0,0,132
